"","seqnames","strand","n","type","group","mb"
"33741","chr6","+",25998,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.025998
"33742","chr6","-",23068,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.023068
"33743","chr7","+",23649,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.023649
"33744","chr7","-",13994,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.013994
"33745","chr8","+",37187,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.037187
"33746","chr8","-",40630,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.04063
"33747","chr9","+",33657,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.033657
"33748","chr9","-",24941,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.024941
"33749","chr10","+",25849,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.025849
"33750","chr10","-",25679,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.025679
"33751","chr11","+",21499,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.021499
"33752","chr11","-",20359,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.020359
"33753","chr12","+",24218,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.024218
"33754","chr12","-",30332,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.030332
"33755","chr13","+",11407,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.011407
"33756","chr13","-",10727,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.010727
"33757","chr14","+",10559,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.010559
"33758","chr14","-",11714,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.011714
"33759","chr15","+",16928,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.016928
"33760","chr15","-",16603,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.016603
"33761","chr16","+",18957,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.018957
"33762","chr16","-",15452,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.015452
"33763","chr17","+",5433,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.005433
"33764","chr17","-",16877,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.016877
"33765","chr18","+",16961,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.016961
"33766","chr18","-",19707,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.019707
"33767","chr19","+",1912,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.001912
"33768","chr19","-",3207,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.003207
"33769","chr20","+",12832,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.012832
"33770","chr20","-",10307,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.010307
"33771","chr21","+",1970,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.00197
"33772","chr21","-",3911,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.003911
"33773","chr22","+",2956,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.002956
"33774","chr22","-",7700,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.0077
"33775","chrX","+",17016,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.017016
"33776","chrX","-",12457,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.012457
"33777","chrY","+",994,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.000994
"33778","chrY","-",990,"repeat_type","MamGypLTR3a#LTR/Gypsy",0.00099
"33779","chr1","+",11097,"repeat_type","Eutr10#LTR/ERVL",0.011097
"33780","chr1","-",26718,"repeat_type","Eutr10#LTR/ERVL",0.026718
"33781","chr2","+",25500,"repeat_type","Eutr10#LTR/ERVL",0.0255
"33782","chr2","-",32200,"repeat_type","Eutr10#LTR/ERVL",0.0322
"33783","chr3","+",17331,"repeat_type","Eutr10#LTR/ERVL",0.017331
"33784","chr3","-",24959,"repeat_type","Eutr10#LTR/ERVL",0.024959
"33785","chr4","+",14036,"repeat_type","Eutr10#LTR/ERVL",0.014036
"33786","chr4","-",16201,"repeat_type","Eutr10#LTR/ERVL",0.016201
"33787","chr5","+",17622,"repeat_type","Eutr10#LTR/ERVL",0.017622
"33788","chr5","-",17179,"repeat_type","Eutr10#LTR/ERVL",0.017179
"33789","chr6","+",23973,"repeat_type","Eutr10#LTR/ERVL",0.023973
"33790","chr6","-",16092,"repeat_type","Eutr10#LTR/ERVL",0.016092
"33791","chr7","+",14767,"repeat_type","Eutr10#LTR/ERVL",0.014767
"33792","chr7","-",10590,"repeat_type","Eutr10#LTR/ERVL",0.01059
"33793","chr8","+",10124,"repeat_type","Eutr10#LTR/ERVL",0.010124
"33794","chr8","-",17707,"repeat_type","Eutr10#LTR/ERVL",0.017707
"33795","chr9","+",15853,"repeat_type","Eutr10#LTR/ERVL",0.015853
"33796","chr9","-",15008,"repeat_type","Eutr10#LTR/ERVL",0.015008
"33797","chr10","+",14537,"repeat_type","Eutr10#LTR/ERVL",0.014537
"33798","chr10","-",13399,"repeat_type","Eutr10#LTR/ERVL",0.013399
"33799","chr11","+",9273,"repeat_type","Eutr10#LTR/ERVL",0.009273
"33800","chr11","-",13649,"repeat_type","Eutr10#LTR/ERVL",0.013649
"33801","chr12","+",12861,"repeat_type","Eutr10#LTR/ERVL",0.012861
"33802","chr12","-",13283,"repeat_type","Eutr10#LTR/ERVL",0.013283
"33803","chr13","+",5097,"repeat_type","Eutr10#LTR/ERVL",0.005097
"33804","chr13","-",8292,"repeat_type","Eutr10#LTR/ERVL",0.008292
"33805","chr14","+",8451,"repeat_type","Eutr10#LTR/ERVL",0.008451
"33806","chr14","-",12335,"repeat_type","Eutr10#LTR/ERVL",0.012335
"33807","chr15","+",7636,"repeat_type","Eutr10#LTR/ERVL",0.007636
"33808","chr15","-",6977,"repeat_type","Eutr10#LTR/ERVL",0.006977
"33809","chr16","+",9034,"repeat_type","Eutr10#LTR/ERVL",0.009034
"33810","chr16","-",14263,"repeat_type","Eutr10#LTR/ERVL",0.014263
"33811","chr17","+",11445,"repeat_type","Eutr10#LTR/ERVL",0.011445
"33812","chr17","-",7153,"repeat_type","Eutr10#LTR/ERVL",0.007153
"33813","chr18","+",7013,"repeat_type","Eutr10#LTR/ERVL",0.007013
"33814","chr18","-",9805,"repeat_type","Eutr10#LTR/ERVL",0.009805
"33815","chr19","+",788,"repeat_type","Eutr10#LTR/ERVL",0.000788
"33816","chr19","-",791,"repeat_type","Eutr10#LTR/ERVL",0.000791
"33817","chr20","+",3113,"repeat_type","Eutr10#LTR/ERVL",0.003113
"33818","chr20","-",3011,"repeat_type","Eutr10#LTR/ERVL",0.003011
"33819","chr21","-",1589,"repeat_type","Eutr10#LTR/ERVL",0.001589
"33820","chr22","+",1574,"repeat_type","Eutr10#LTR/ERVL",0.001574
"33821","chr22","-",1476,"repeat_type","Eutr10#LTR/ERVL",0.001476
"33822","chrX","+",8346,"repeat_type","Eutr10#LTR/ERVL",0.008346
"33823","chrX","-",16247,"repeat_type","Eutr10#LTR/ERVL",0.016247
"33824","chr1","+",6707,"repeat_type","LTR26E#LTR/ERV1",0.006707
"33825","chr1","-",3246,"repeat_type","LTR26E#LTR/ERV1",0.003246
"33826","chr2","+",5381,"repeat_type","LTR26E#LTR/ERV1",0.005381
"33827","chr2","-",1790,"repeat_type","LTR26E#LTR/ERV1",0.00179
"33828","chr3","+",1160,"repeat_type","LTR26E#LTR/ERV1",0.00116
"33829","chr3","-",1461,"repeat_type","LTR26E#LTR/ERV1",0.001461
"33830","chr4","-",1730,"repeat_type","LTR26E#LTR/ERV1",0.00173
"33831","chr5","+",668,"repeat_type","LTR26E#LTR/ERV1",0.000668
"33832","chr5","-",1141,"repeat_type","LTR26E#LTR/ERV1",0.001141
"33833","chr6","+",2652,"repeat_type","LTR26E#LTR/ERV1",0.002652
"33834","chr6","-",2191,"repeat_type","LTR26E#LTR/ERV1",0.002191
"33835","chr7","+",564,"repeat_type","LTR26E#LTR/ERV1",0.000564
"33836","chr7","-",605,"repeat_type","LTR26E#LTR/ERV1",0.000605
"33837","chr8","+",1193,"repeat_type","LTR26E#LTR/ERV1",0.001193
"33838","chr8","-",587,"repeat_type","LTR26E#LTR/ERV1",0.000587
"33839","chr9","+",2030,"repeat_type","LTR26E#LTR/ERV1",0.00203
"33840","chr9","-",548,"repeat_type","LTR26E#LTR/ERV1",0.000548
"33841","chr10","+",1222,"repeat_type","LTR26E#LTR/ERV1",0.001222
"33842","chr10","-",2435,"repeat_type","LTR26E#LTR/ERV1",0.002435
"33843","chr11","+",1684,"repeat_type","LTR26E#LTR/ERV1",0.001684
"33844","chr12","+",1129,"repeat_type","LTR26E#LTR/ERV1",0.001129
"33845","chr12","-",2435,"repeat_type","LTR26E#LTR/ERV1",0.002435
"33846","chr13","+",600,"repeat_type","LTR26E#LTR/ERV1",6e-04
"33847","chr13","-",626,"repeat_type","LTR26E#LTR/ERV1",0.000626
"33848","chr14","+",1718,"repeat_type","LTR26E#LTR/ERV1",0.001718
"33849","chr14","-",547,"repeat_type","LTR26E#LTR/ERV1",0.000547
"33850","chr15","-",567,"repeat_type","LTR26E#LTR/ERV1",0.000567
"33851","chr16","-",1213,"repeat_type","LTR26E#LTR/ERV1",0.001213
"33852","chr17","+",4678,"repeat_type","LTR26E#LTR/ERV1",0.004678
"33853","chr18","+",1493,"repeat_type","LTR26E#LTR/ERV1",0.001493
"33854","chr18","-",625,"repeat_type","LTR26E#LTR/ERV1",0.000625
"33855","chr19","+",2493,"repeat_type","LTR26E#LTR/ERV1",0.002493
"33856","chr19","-",509,"repeat_type","LTR26E#LTR/ERV1",0.000509
"33857","chr20","-",624,"repeat_type","LTR26E#LTR/ERV1",0.000624
"33858","chr21","-",562,"repeat_type","LTR26E#LTR/ERV1",0.000562
"33859","chr22","+",623,"repeat_type","LTR26E#LTR/ERV1",0.000623
"33860","chrX","+",624,"repeat_type","LTR26E#LTR/ERV1",0.000624
"33861","chrX","-",618,"repeat_type","LTR26E#LTR/ERV1",0.000618
"33862","chr1","+",11265,"repeat_type","MER124#DNA",0.011265
"33863","chr1","-",9521,"repeat_type","MER124#DNA",0.009521
"33864","chr2","+",19830,"repeat_type","MER124#DNA",0.01983
"33865","chr2","-",10000,"repeat_type","MER124#DNA",0.01
"33866","chr3","+",14049,"repeat_type","MER124#DNA",0.014049
"33867","chr3","-",12549,"repeat_type","MER124#DNA",0.012549
"33868","chr4","+",10678,"repeat_type","MER124#DNA",0.010678
"33869","chr4","-",8001,"repeat_type","MER124#DNA",0.008001
"33870","chr5","+",13342,"repeat_type","MER124#DNA",0.013342
"33871","chr5","-",9819,"repeat_type","MER124#DNA",0.009819
"33872","chr6","+",8789,"repeat_type","MER124#DNA",0.008789
"33873","chr6","-",6019,"repeat_type","MER124#DNA",0.006019
"33874","chr7","+",7826,"repeat_type","MER124#DNA",0.007826
"33875","chr7","-",8417,"repeat_type","MER124#DNA",0.008417
"33876","chr8","+",7446,"repeat_type","MER124#DNA",0.007446
"33877","chr8","-",7259,"repeat_type","MER124#DNA",0.007259
"33878","chr9","+",5853,"repeat_type","MER124#DNA",0.005853
"33879","chr9","-",6233,"repeat_type","MER124#DNA",0.006233
"33880","chr10","+",6653,"repeat_type","MER124#DNA",0.006653
"33881","chr10","-",4267,"repeat_type","MER124#DNA",0.004267
"33882","chr11","+",5098,"repeat_type","MER124#DNA",0.005098
"33883","chr11","-",3570,"repeat_type","MER124#DNA",0.00357
"33884","chr12","+",9786,"repeat_type","MER124#DNA",0.009786
"33885","chr12","-",5748,"repeat_type","MER124#DNA",0.005748
"33886","chr13","+",3134,"repeat_type","MER124#DNA",0.003134
"33887","chr13","-",2747,"repeat_type","MER124#DNA",0.002747
"33888","chr14","+",4319,"repeat_type","MER124#DNA",0.004319
"33889","chr14","-",4581,"repeat_type","MER124#DNA",0.004581
"33890","chr15","+",5201,"repeat_type","MER124#DNA",0.005201
"33891","chr15","-",5741,"repeat_type","MER124#DNA",0.005741
"33892","chr16","+",3166,"repeat_type","MER124#DNA",0.003166
"33893","chr16","-",2676,"repeat_type","MER124#DNA",0.002676
"33894","chr17","+",4183,"repeat_type","MER124#DNA",0.004183
"33895","chr17","-",1185,"repeat_type","MER124#DNA",0.001185
"33896","chr18","+",4288,"repeat_type","MER124#DNA",0.004288
"33897","chr18","-",5889,"repeat_type","MER124#DNA",0.005889
"33898","chr19","+",395,"repeat_type","MER124#DNA",0.000395
"33899","chr19","-",779,"repeat_type","MER124#DNA",0.000779
"33900","chr20","+",2785,"repeat_type","MER124#DNA",0.002785
"33901","chr20","-",2791,"repeat_type","MER124#DNA",0.002791
"33902","chr21","+",1171,"repeat_type","MER124#DNA",0.001171
"33903","chr21","-",364,"repeat_type","MER124#DNA",0.000364
"33904","chr22","+",1174,"repeat_type","MER124#DNA",0.001174
"33905","chrX","+",14822,"repeat_type","MER124#DNA",0.014822
"33906","chrX","-",8652,"repeat_type","MER124#DNA",0.008652
"33907","chrY","+",768,"repeat_type","MER124#DNA",0.000768
"33908","chr1","-",3977,"repeat_type","MER63B#DNA/hAT-Blackjack",0.003977
"33909","chr2","-",9262,"repeat_type","MER63B#DNA/hAT-Blackjack",0.009262
"33910","chr3","-",4727,"repeat_type","MER63B#DNA/hAT-Blackjack",0.004727
"33911","chr4","-",3880,"repeat_type","MER63B#DNA/hAT-Blackjack",0.00388
"33912","chr5","-",5883,"repeat_type","MER63B#DNA/hAT-Blackjack",0.005883
"33913","chr6","-",2660,"repeat_type","MER63B#DNA/hAT-Blackjack",0.00266
"33914","chr7","-",2316,"repeat_type","MER63B#DNA/hAT-Blackjack",0.002316
"33915","chr8","-",5598,"repeat_type","MER63B#DNA/hAT-Blackjack",0.005598
"33916","chr9","-",7796,"repeat_type","MER63B#DNA/hAT-Blackjack",0.007796
"33917","chr10","-",2226,"repeat_type","MER63B#DNA/hAT-Blackjack",0.002226
"33918","chr11","-",3345,"repeat_type","MER63B#DNA/hAT-Blackjack",0.003345
"33919","chr12","-",1149,"repeat_type","MER63B#DNA/hAT-Blackjack",0.001149
"33920","chr13","-",2220,"repeat_type","MER63B#DNA/hAT-Blackjack",0.00222
"33921","chr14","-",1296,"repeat_type","MER63B#DNA/hAT-Blackjack",0.001296
"33922","chr15","-",11132,"repeat_type","MER63B#DNA/hAT-Blackjack",0.011132
"33923","chr16","-",3336,"repeat_type","MER63B#DNA/hAT-Blackjack",0.003336
"33924","chr17","-",3123,"repeat_type","MER63B#DNA/hAT-Blackjack",0.003123
"33925","chr18","-",420,"repeat_type","MER63B#DNA/hAT-Blackjack",0.00042
"33926","chr19","-",418,"repeat_type","MER63B#DNA/hAT-Blackjack",0.000418
"33927","chr20","-",4939,"repeat_type","MER63B#DNA/hAT-Blackjack",0.004939
"33928","chr21","-",1810,"repeat_type","MER63B#DNA/hAT-Blackjack",0.00181
"33929","chr22","-",542,"repeat_type","MER63B#DNA/hAT-Blackjack",0.000542
"33930","chrX","-",626,"repeat_type","MER63B#DNA/hAT-Blackjack",0.000626
"33931","chrY","-",376,"repeat_type","MER63B#DNA/hAT-Blackjack",0.000376
"33932","chr1","+",5206,"repeat_type","MamRep488#DNA/hAT-Tip100",0.005206
"33933","chr1","-",4079,"repeat_type","MamRep488#DNA/hAT-Tip100",0.004079
"33934","chr2","+",5467,"repeat_type","MamRep488#DNA/hAT-Tip100",0.005467
"33935","chr2","-",7346,"repeat_type","MamRep488#DNA/hAT-Tip100",0.007346
"33936","chr3","+",4528,"repeat_type","MamRep488#DNA/hAT-Tip100",0.004528
"33937","chr3","-",3260,"repeat_type","MamRep488#DNA/hAT-Tip100",0.00326
"33938","chr4","+",3329,"repeat_type","MamRep488#DNA/hAT-Tip100",0.003329
"33939","chr4","-",3002,"repeat_type","MamRep488#DNA/hAT-Tip100",0.003002
"33940","chr5","+",5912,"repeat_type","MamRep488#DNA/hAT-Tip100",0.005912
"33941","chr5","-",3657,"repeat_type","MamRep488#DNA/hAT-Tip100",0.003657
"33942","chr6","+",3689,"repeat_type","MamRep488#DNA/hAT-Tip100",0.003689
"33943","chr6","-",4609,"repeat_type","MamRep488#DNA/hAT-Tip100",0.004609
"33944","chr7","+",2469,"repeat_type","MamRep488#DNA/hAT-Tip100",0.002469
"33945","chr7","-",3444,"repeat_type","MamRep488#DNA/hAT-Tip100",0.003444
"33946","chr8","+",2569,"repeat_type","MamRep488#DNA/hAT-Tip100",0.002569
"33947","chr8","-",1950,"repeat_type","MamRep488#DNA/hAT-Tip100",0.00195
"33948","chr9","+",2353,"repeat_type","MamRep488#DNA/hAT-Tip100",0.002353
"33949","chr9","-",2822,"repeat_type","MamRep488#DNA/hAT-Tip100",0.002822
"33950","chr10","+",2993,"repeat_type","MamRep488#DNA/hAT-Tip100",0.002993
"33951","chr10","-",2464,"repeat_type","MamRep488#DNA/hAT-Tip100",0.002464
"33952","chr11","+",2436,"repeat_type","MamRep488#DNA/hAT-Tip100",0.002436
"33953","chr11","-",2337,"repeat_type","MamRep488#DNA/hAT-Tip100",0.002337
"33954","chr12","+",2611,"repeat_type","MamRep488#DNA/hAT-Tip100",0.002611
"33955","chr12","-",4885,"repeat_type","MamRep488#DNA/hAT-Tip100",0.004885
"33956","chr13","+",1215,"repeat_type","MamRep488#DNA/hAT-Tip100",0.001215
"33957","chr13","-",888,"repeat_type","MamRep488#DNA/hAT-Tip100",0.000888
"33958","chr14","+",3018,"repeat_type","MamRep488#DNA/hAT-Tip100",0.003018
"33959","chr14","-",3432,"repeat_type","MamRep488#DNA/hAT-Tip100",0.003432
"33960","chr15","+",2544,"repeat_type","MamRep488#DNA/hAT-Tip100",0.002544
"33961","chr15","-",2371,"repeat_type","MamRep488#DNA/hAT-Tip100",0.002371
"33962","chr16","+",627,"repeat_type","MamRep488#DNA/hAT-Tip100",0.000627
"33963","chr16","-",2470,"repeat_type","MamRep488#DNA/hAT-Tip100",0.00247
"33964","chr17","+",1962,"repeat_type","MamRep488#DNA/hAT-Tip100",0.001962
"33965","chr17","-",2022,"repeat_type","MamRep488#DNA/hAT-Tip100",0.002022
"33966","chr18","+",1993,"repeat_type","MamRep488#DNA/hAT-Tip100",0.001993
"33967","chr18","-",1318,"repeat_type","MamRep488#DNA/hAT-Tip100",0.001318
"33968","chr19","+",1074,"repeat_type","MamRep488#DNA/hAT-Tip100",0.001074
"33969","chr19","-",875,"repeat_type","MamRep488#DNA/hAT-Tip100",0.000875
"33970","chr20","+",1609,"repeat_type","MamRep488#DNA/hAT-Tip100",0.001609
"33971","chr20","-",1067,"repeat_type","MamRep488#DNA/hAT-Tip100",0.001067
"33972","chr21","+",187,"repeat_type","MamRep488#DNA/hAT-Tip100",0.000187
"33973","chr21","-",427,"repeat_type","MamRep488#DNA/hAT-Tip100",0.000427
"33974","chr22","+",1082,"repeat_type","MamRep488#DNA/hAT-Tip100",0.001082
"33975","chrX","+",2103,"repeat_type","MamRep488#DNA/hAT-Tip100",0.002103
"33976","chrX","-",2560,"repeat_type","MamRep488#DNA/hAT-Tip100",0.00256
"33977","chrY","+",217,"repeat_type","MamRep488#DNA/hAT-Tip100",0.000217
"33978","chrY","-",216,"repeat_type","MamRep488#DNA/hAT-Tip100",0.000216
"33979","chr1","+",57764,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.057764
"33980","chr1","-",57981,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.057981
"33981","chr2","+",115777,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.115777
"33982","chr2","-",71842,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.071842
"33983","chr3","+",82081,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.082081
"33984","chr3","-",49270,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.04927
"33985","chr4","+",59061,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.059061
"33986","chr4","-",82433,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.082433
"33987","chr5","+",48495,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.048495
"33988","chr5","-",54672,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.054672
"33989","chr6","+",40328,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.040328
"33990","chr6","-",92916,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.092916
"33991","chr7","+",40869,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.040869
"33992","chr7","-",28749,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.028749
"33993","chr8","+",22209,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.022209
"33994","chr8","-",59557,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.059557
"33995","chr9","+",37068,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.037068
"33996","chr9","-",59985,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.059985
"33997","chr10","+",49891,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.049891
"33998","chr10","-",36464,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.036464
"33999","chr11","+",47053,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.047053
"34000","chr11","-",11038,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.011038
"34001","chr12","+",46803,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.046803
"34002","chr12","-",46972,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.046972
"34003","chr13","+",11151,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.011151
"34004","chr13","-",23491,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.023491
"34005","chr14","+",26916,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.026916
"34006","chr14","-",35986,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.035986
"34007","chr15","+",17919,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.017919
"34008","chr15","-",25550,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.02555
"34009","chr16","+",39406,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.039406
"34010","chr16","-",18550,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.01855
"34011","chr17","+",26628,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.026628
"34012","chr17","-",35016,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.035016
"34013","chr18","+",50851,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.050851
"34014","chr18","-",11950,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.01195
"34015","chr19","+",39724,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.039724
"34016","chr19","-",25467,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.025467
"34017","chr20","+",25515,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.025515
"34018","chr20","-",21430,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.02143
"34019","chr21","+",11182,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.011182
"34020","chr21","-",14778,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.014778
"34021","chr22","+",10780,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.01078
"34022","chr22","-",22314,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.022314
"34023","chrX","+",39284,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.039284
"34024","chrX","-",51883,"repeat_type","Zaphod2#DNA/hAT-Tip100",0.051883
"34025","chr1","+",216962,"repeat_type","CR1-3_Croc#LINE/CR1",0.216962
"34026","chr1","-",126004,"repeat_type","CR1-3_Croc#LINE/CR1",0.126004
"34027","chr2","+",101660,"repeat_type","CR1-3_Croc#LINE/CR1",0.10166
"34028","chr2","-",97597,"repeat_type","CR1-3_Croc#LINE/CR1",0.097597
"34029","chr3","+",119072,"repeat_type","CR1-3_Croc#LINE/CR1",0.119072
"34030","chr3","-",112085,"repeat_type","CR1-3_Croc#LINE/CR1",0.112085
"34031","chr4","+",53915,"repeat_type","CR1-3_Croc#LINE/CR1",0.053915
"34032","chr4","-",72040,"repeat_type","CR1-3_Croc#LINE/CR1",0.07204
"34033","chr5","+",102913,"repeat_type","CR1-3_Croc#LINE/CR1",0.102913
"34034","chr5","-",86679,"repeat_type","CR1-3_Croc#LINE/CR1",0.086679
"34035","chr6","+",90020,"repeat_type","CR1-3_Croc#LINE/CR1",0.09002
"34036","chr6","-",87551,"repeat_type","CR1-3_Croc#LINE/CR1",0.087551
"34037","chr7","+",68521,"repeat_type","CR1-3_Croc#LINE/CR1",0.068521
"34038","chr7","-",101210,"repeat_type","CR1-3_Croc#LINE/CR1",0.10121
"34039","chr8","+",102112,"repeat_type","CR1-3_Croc#LINE/CR1",0.102112
"34040","chr8","-",82963,"repeat_type","CR1-3_Croc#LINE/CR1",0.082963
"34041","chr9","+",64922,"repeat_type","CR1-3_Croc#LINE/CR1",0.064922
"34042","chr9","-",68819,"repeat_type","CR1-3_Croc#LINE/CR1",0.068819
"34043","chr10","+",72244,"repeat_type","CR1-3_Croc#LINE/CR1",0.072244
"34044","chr10","-",68507,"repeat_type","CR1-3_Croc#LINE/CR1",0.068507
"34045","chr11","+",87145,"repeat_type","CR1-3_Croc#LINE/CR1",0.087145
"34046","chr11","-",83032,"repeat_type","CR1-3_Croc#LINE/CR1",0.083032
"34047","chr12","+",93988,"repeat_type","CR1-3_Croc#LINE/CR1",0.093988
"34048","chr12","-",61285,"repeat_type","CR1-3_Croc#LINE/CR1",0.061285
"34049","chr13","+",46877,"repeat_type","CR1-3_Croc#LINE/CR1",0.046877
"34050","chr13","-",32407,"repeat_type","CR1-3_Croc#LINE/CR1",0.032407
"34051","chr14","+",43719,"repeat_type","CR1-3_Croc#LINE/CR1",0.043719
"34052","chr14","-",54080,"repeat_type","CR1-3_Croc#LINE/CR1",0.05408
"34053","chr15","+",43691,"repeat_type","CR1-3_Croc#LINE/CR1",0.043691
"34054","chr15","-",100960,"repeat_type","CR1-3_Croc#LINE/CR1",0.10096
"34055","chr16","+",39724,"repeat_type","CR1-3_Croc#LINE/CR1",0.039724
"34056","chr16","-",54028,"repeat_type","CR1-3_Croc#LINE/CR1",0.054028
